"http://dbpedia.org/resource/Baikal_Mountains"	"Байкальский хребет"		"http://dbpedia.org/resource/Category:Landforms_of_Siberia"
"http://dbpedia.org/resource/Baikal_Mountains"	"Байкальский хребет"		"http://dbpedia.org/resource/Category:Landforms_of_the_Republic_of_Buryatia"
"http://dbpedia.org/resource/Baikal_Mountains"	"Байкальский хребет"		"http://dbpedia.org/resource/Category:Mountain_ranges_of_Russia"
"http://dbpedia.org/resource/Greater_Caucasus"	"Большой Кавказ"		"http://dbpedia.org/resource/Category:Mountain_ranges_of_Georgia_(country)"
"http://dbpedia.org/resource/Greater_Caucasus"	"Большой Кавказ"		"http://dbpedia.org/resource/Category:Caucasus_Mountains"
"http://dbpedia.org/resource/Greater_Caucasus"	"Большой Кавказ"		"http://dbpedia.org/resource/Category:Mountain_ranges_of_Azerbaijan"
"http://dbpedia.org/resource/Greater_Caucasus"	"Большой Кавказ"		"http://dbpedia.org/resource/Category:Geography_of_the_Caucasus"
"http://dbpedia.org/resource/Greater_Caucasus"	"Большой Кавказ"		"http://dbpedia.org/resource/Category:Lists_of_coordinates"
"http://dbpedia.org/resource/Greater_Caucasus"	"Большой Кавказ"		"http://dbpedia.org/resource/Category:Physiographic_sections"
"http://dbpedia.org/resource/Greater_Caucasus"	"Большой Кавказ"		"http://dbpedia.org/resource/Category:Mountain_ranges_of_Russia"
"http://dbpedia.org/resource/Greater_Caucasus"	"Большой Кавказ"		"http://dbpedia.org/resource/Category:Landforms_of_Krasnodar_Krai"
"http://dbpedia.org/resource/Greater_Caucasus"	"Большой Кавказ"		"http://dbpedia.org/resource/Category:Landforms_of_North_Ossetia-Alania"
"http://dbpedia.org/resource/Abakan_Range"	"Абаканский хребет"		"http://dbpedia.org/resource/Category:Mountain_ranges_of_Russia"
"http://dbpedia.org/resource/Abakan_Range"	"Абаканский хребет"		"http://dbpedia.org/resource/Category:Landforms_of_Kemerovo_Oblast"
"http://dbpedia.org/resource/Stanovoy_Highlands"	"Становое нагорье"		"http://dbpedia.org/resource/Category:Landforms_of_Irkutsk_Oblast"
"http://dbpedia.org/resource/Stanovoy_Highlands"	"Становое нагорье"		"http://dbpedia.org/resource/Category:Mountain_ranges_of_Russia"
"http://dbpedia.org/resource/Stanovoy_Highlands"	"Становое нагорье"		"http://dbpedia.org/resource/Category:Landforms_of_Amur_Oblast"
"http://dbpedia.org/resource/Stanovoy_Highlands"	"Становое нагорье"		"http://dbpedia.org/resource/Category:Landforms_of_Zabaykalsky_Krai"
"http://dbpedia.org/resource/Kodar_Mountains"	"Кодар"		"http://dbpedia.org/resource/Category:Landforms_of_Irkutsk_Oblast"
"http://dbpedia.org/resource/Kodar_Mountains"	"Кодар"		"http://dbpedia.org/resource/Category:Mountain_ranges_of_Russia"
"http://dbpedia.org/resource/Kodar_Mountains"	"Кодар"		"http://dbpedia.org/resource/Category:Landforms_of_Zabaykalsky_Krai"
"http://dbpedia.org/resource/Caucasus_Mountains"	"Кавказские горы"		"http://dbpedia.org/resource/Category:Mountain_ranges_of_Iran"
"http://dbpedia.org/resource/Caucasus_Mountains"	"Кавказские горы"		"http://dbpedia.org/resource/Category:Mountain_ranges_of_Georgia_(country)"
"http://dbpedia.org/resource/Caucasus_Mountains"	"Кавказские горы"		"http://dbpedia.org/resource/Category:Mountain_ranges_of_Turkey"
"http://dbpedia.org/resource/Caucasus_Mountains"	"Кавказские горы"		"http://dbpedia.org/resource/Category:Mountain_ranges_of_Asia"
"http://dbpedia.org/resource/Caucasus_Mountains"	"Кавказские горы"		"http://dbpedia.org/resource/Category:Caucasus_Mountains"
"http://dbpedia.org/resource/Caucasus_Mountains"	"Кавказские горы"		"http://dbpedia.org/resource/Category:Geology_of_the_Caucasus"
"http://dbpedia.org/resource/Caucasus_Mountains"	"Кавказские горы"		"http://dbpedia.org/resource/Category:Landforms_of_Kabardino-Balkaria"
"http://dbpedia.org/resource/Caucasus_Mountains"	"Кавказские горы"		"http://dbpedia.org/resource/Category:Landforms_of_Karachay-Cherkessia"
"http://dbpedia.org/resource/Caucasus_Mountains"	"Кавказские горы"		"http://dbpedia.org/resource/Category:Mountain_ranges_of_Armenia"
"http://dbpedia.org/resource/Caucasus_Mountains"	"Кавказские горы"		"http://dbpedia.org/resource/Category:Mountain_ranges_of_Azerbaijan"
"http://dbpedia.org/resource/Caucasus_Mountains"	"Кавказские горы"		"http://dbpedia.org/resource/Category:Mountain_ranges_of_the_Caucasus"
"http://dbpedia.org/resource/Caucasus_Mountains"	"Кавказские горы"		"http://dbpedia.org/resource/Category:Landforms_of_the_Caucasus"
"http://dbpedia.org/resource/Caucasus_Mountains"	"Кавказские горы"		"http://dbpedia.org/resource/Category:Caucasus"
"http://dbpedia.org/resource/Caucasus_Mountains"	"Кавказские горы"		"http://dbpedia.org/resource/Category:Eastern_Europe"
"http://dbpedia.org/resource/Caucasus_Mountains"	"Кавказские горы"		"http://dbpedia.org/resource/Category:Geography_of_Western_Asia"
"http://dbpedia.org/resource/Caucasus_Mountains"	"Кавказские горы"		"http://dbpedia.org/resource/Category:Geography_of_the_Caucasus"
"http://dbpedia.org/resource/Caucasus_Mountains"	"Кавказские горы"		"http://dbpedia.org/resource/Category:Mountain_ranges_of_Europe"
"http://dbpedia.org/resource/Caucasus_Mountains"	"Кавказские горы"		"http://dbpedia.org/resource/Category:Physiographic_provinces"
"http://dbpedia.org/resource/Caucasus_Mountains"	"Кавказские горы"		"http://dbpedia.org/resource/Category:Western_Asia"
"http://dbpedia.org/resource/Caucasus_Mountains"	"Кавказские горы"		"http://dbpedia.org/resource/Category:Mountain_ranges_of_Russia"
"http://dbpedia.org/resource/Sikhote-Alin"	"Сихотэ-Алинь"		"http://dbpedia.org/resource/Category:Landforms_of_the_Russian_Far_East"
"http://dbpedia.org/resource/Sikhote-Alin"	"Сихотэ-Алинь"		"http://dbpedia.org/resource/Category:World_Heritage_Sites_in_Russia"
"http://dbpedia.org/resource/Sikhote-Alin"	"Сихотэ-Алинь"		"http://dbpedia.org/resource/Category:Sikhote-Alin"
"http://dbpedia.org/resource/Sikhote-Alin"	"Сихотэ-Алинь"		"http://dbpedia.org/resource/Category:Landforms_of_Primorsky_Krai"
"http://dbpedia.org/resource/Sikhote-Alin"	"Сихотэ-Алинь"		"http://dbpedia.org/resource/Category:Mountain_ranges_of_Russia"
"http://dbpedia.org/resource/Sikhote-Alin"	"Сихотэ-Алинь"		"http://dbpedia.org/resource/Category:Landforms_of_Khabarovsk_Krai"
"http://dbpedia.org/resource/Baikal_Mountains"	"Байкальский хребет"		"http://dbpedia.org/resource/Category:Landforms_of_Siberia"
"http://dbpedia.org/resource/Baikal_Mountains"	"Байкальский хребет"		"http://dbpedia.org/resource/Category:Landforms_of_the_Republic_of_Buryatia"
"http://dbpedia.org/resource/Baikal_Mountains"	"Байкальский хребет"		"http://dbpedia.org/resource/Category:Mountain_ranges_of_Russia"
"http://dbpedia.org/resource/Abakan_Range"	"Абаканский хребет"		"http://dbpedia.org/resource/Category:Mountain_ranges_of_Russia"
"http://dbpedia.org/resource/Abakan_Range"	"Абаканский хребет"		"http://dbpedia.org/resource/Category:Landforms_of_Kemerovo_Oblast"
"http://dbpedia.org/resource/Stanovoy_Highlands"	"Становое нагорье"		"http://dbpedia.org/resource/Category:Landforms_of_Irkutsk_Oblast"
"http://dbpedia.org/resource/Stanovoy_Highlands"	"Становое нагорье"		"http://dbpedia.org/resource/Category:Mountain_ranges_of_Russia"
"http://dbpedia.org/resource/Stanovoy_Highlands"	"Становое нагорье"		"http://dbpedia.org/resource/Category:Landforms_of_Amur_Oblast"
"http://dbpedia.org/resource/Stanovoy_Highlands"	"Становое нагорье"		"http://dbpedia.org/resource/Category:Landforms_of_Zabaykalsky_Krai"
"http://dbpedia.org/resource/Kodar_Mountains"	"Кодар"		"http://dbpedia.org/resource/Category:Landforms_of_Irkutsk_Oblast"
"http://dbpedia.org/resource/Kodar_Mountains"	"Кодар"		"http://dbpedia.org/resource/Category:Mountain_ranges_of_Russia"
"http://dbpedia.org/resource/Kodar_Mountains"	"Кодар"		"http://dbpedia.org/resource/Category:Landforms_of_Zabaykalsky_Krai"
"http://dbpedia.org/resource/Caucasus_Mountains"	"Кавказские горы"		"http://dbpedia.org/resource/Category:Mountain_ranges_of_Iran"
"http://dbpedia.org/resource/Caucasus_Mountains"	"Кавказские горы"		"http://dbpedia.org/resource/Category:Mountain_ranges_of_Georgia_(country)"
"http://dbpedia.org/resource/Caucasus_Mountains"	"Кавказские горы"		"http://dbpedia.org/resource/Category:Mountain_ranges_of_Turkey"
"http://dbpedia.org/resource/Caucasus_Mountains"	"Кавказские горы"		"http://dbpedia.org/resource/Category:Mountain_ranges_of_Asia"
"http://dbpedia.org/resource/Caucasus_Mountains"	"Кавказские горы"		"http://dbpedia.org/resource/Category:Caucasus_Mountains"
"http://dbpedia.org/resource/Caucasus_Mountains"	"Кавказские горы"		"http://dbpedia.org/resource/Category:Geology_of_the_Caucasus"
"http://dbpedia.org/resource/Caucasus_Mountains"	"Кавказские горы"		"http://dbpedia.org/resource/Category:Landforms_of_Kabardino-Balkaria"
"http://dbpedia.org/resource/Caucasus_Mountains"	"Кавказские горы"		"http://dbpedia.org/resource/Category:Landforms_of_Karachay-Cherkessia"
"http://dbpedia.org/resource/Caucasus_Mountains"	"Кавказские горы"		"http://dbpedia.org/resource/Category:Mountain_ranges_of_Armenia"
"http://dbpedia.org/resource/Caucasus_Mountains"	"Кавказские горы"		"http://dbpedia.org/resource/Category:Mountain_ranges_of_Azerbaijan"
"http://dbpedia.org/resource/Caucasus_Mountains"	"Кавказские горы"		"http://dbpedia.org/resource/Category:Mountain_ranges_of_the_Caucasus"
"http://dbpedia.org/resource/Caucasus_Mountains"	"Кавказские горы"		"http://dbpedia.org/resource/Category:Landforms_of_the_Caucasus"
"http://dbpedia.org/resource/Caucasus_Mountains"	"Кавказские горы"		"http://dbpedia.org/resource/Category:Caucasus"
"http://dbpedia.org/resource/Caucasus_Mountains"	"Кавказские горы"		"http://dbpedia.org/resource/Category:Eastern_Europe"
"http://dbpedia.org/resource/Caucasus_Mountains"	"Кавказские горы"		"http://dbpedia.org/resource/Category:Geography_of_Western_Asia"
"http://dbpedia.org/resource/Caucasus_Mountains"	"Кавказские горы"		"http://dbpedia.org/resource/Category:Geography_of_the_Caucasus"
"http://dbpedia.org/resource/Caucasus_Mountains"	"Кавказские горы"		"http://dbpedia.org/resource/Category:Mountain_ranges_of_Europe"
"http://dbpedia.org/resource/Caucasus_Mountains"	"Кавказские горы"		"http://dbpedia.org/resource/Category:Physiographic_provinces"
"http://dbpedia.org/resource/Caucasus_Mountains"	"Кавказские горы"		"http://dbpedia.org/resource/Category:Western_Asia"
"http://dbpedia.org/resource/Caucasus_Mountains"	"Кавказские горы"		"http://dbpedia.org/resource/Category:Mountain_ranges_of_Russia"
"http://dbpedia.org/resource/Khibiny_Mountains"	"Хибины"		"http://dbpedia.org/resource/Category:Landforms_of_Murmansk_Oblast"
"http://dbpedia.org/resource/Khibiny_Mountains"	"Хибины"		"http://dbpedia.org/resource/Category:Mountain_ranges_of_Russia"
"http://dbpedia.org/resource/Zhiguli_Mountains"	"Жигули (возвышенность)"		"http://dbpedia.org/resource/Category:Mountain_ranges_of_Russia"
"http://dbpedia.org/resource/Zhiguli_Mountains"	"Жигули (возвышенность)"		"http://dbpedia.org/resource/Category:Oil_fields_of_Russia"
"http://dbpedia.org/resource/Zhiguli_Mountains"	"Жигули (возвышенность)"		"http://dbpedia.org/resource/Category:Landforms_of_Samara_Oblast"
"http://dbpedia.org/resource/Chatyr-Tau"	"Чатыр-Тау"		"http://dbpedia.org/resource/Category:Mountain_ranges_of_Russia"
"http://dbpedia.org/resource/Chatyr-Tau"	"Чатыр-Тау"		"http://dbpedia.org/resource/Category:Landforms_of_Tatarstan"
